https://auto.ru/cars/used/sale/renault/kaptur/1102701673-ca9cf8dc/,renault,kaptur,2019,42435км,внедорожник 5 дв.,чёрный,2.0 л,143л.с.,Бензин,4176₽ / год,автоматическая,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,1304000₽
https://auto.ru/cars/used/sale/audi/q7/1103188033-a7883dd5/,audi,q7,2019,14600км,внедорожник 5 дв.,серый,3.0 л,249л.с.,Дизель,20543₽ / год,автоматическая,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,5200000₽
https://auto.ru/cars/used/sale/vaz/vesta/1103352450-fb937006/,vaz,vesta,2019,17000км,универсал 5 дв.,серый,1.8 л,122л.с.,Бензин,4026₽ / год,механическая,передний,Левый,Не требует ремонта,1,Оригинал,Растаможен,845000₽
https://auto.ru/cars/used/sale/volvo/xc40/1102448464-eeb0ece8/,volvo,xc40,2019,10610км,внедорожник 5 дв.,чёрный,2.0 л,150л.с.,Дизель,5250₽ / год,автоматическая,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,2470000₽
https://auto.ru/cars/used/sale/kia/sorento/1102643796-6d254b5c/,kia,sorento,2019,14000км,внедорожник 5 дв.,серый,2.2 л,200л.с.,Дизель,10000₽ / год,автоматическая,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,2150000₽
https://auto.ru/cars/used/sale/hyundai/sonata/1101849346-25aa7ff4/,hyundai,sonata,2019,6800км,седан,серый,2.5 л,180л.с.,Бензин,9000₽ / год,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,Растаможен,1799000₽
https://auto.ru/cars/used/sale/porsche/911_gt2/1102771820-3d994cf7/,porsche,911_gt2,2019,450км,купе,красный,3.8 л,700л.с.,Бензин,105000₽ / год,роботизированная,задний,Левый,Не требует ремонта,1,Оригинал,Растаможен,31000000₽
https://auto.ru/cars/used/sale/haval/f7x/1102166496-6447fc2c/,haval,f7x,2019,53849км,внедорожник 5 дв.,синий,2.0 л,190л.с.,Бензин,9500₽ / год,роботизированная,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,1717000₽
https://auto.ru/cars/used/sale/dodge/challenger/1102570252-52a5d722/,dodge,challenger,2019,25000км,купе,зелёный,3.6 л,309л.с.,Бензин,46350₽ / год,автоматическая,задний,Левый,Не требует ремонта,1,Оригинал,Растаможен,2750000₽
https://auto.ru/cars/used/sale/skoda/kodiaq/1102059566-f420a901/,skoda,kodiaq,2019,26319км,внедорожник 5 дв.,серый,1.4 л,125л.с.,Бензин,3125₽ / год,механическая,передний,Левый,Не требует ремонта,1,Оригинал,Растаможен,1600000₽
https://auto.ru/cars/used/sale/porsche/cayenne_coupe/1101839791-da259f46/,porsche,cayenne_coupe,2019,11974км,внедорожник 5 дв.,оранжевый,2.9 л,440л.с.,Бензин,66000₽ / год,автоматическая,полный,Левый,Не требует ремонта,1,Оригинал,Растаможен,10287000₽
https://auto.ru/cars/used/sale/volvo/s90/1102763993-65bb19d9/,volvo,s90,2019,28405км,седан,чёрный,2.0 л,190л.с.,Бензин,10450₽ / год,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,Растаможен,2730588₽
